0,3,15,15,15,11,2,0,5,14,0,0,0,4,15,2,15,0,0,0,0,0,0,15,14,0,0,0,0,0,0,5,10,0,0,0,0,0,0,5,15,0,0,0,0,0,0,7,5,10,0,0,0,0,7,14,0,13,15,3,3,15,12,0 1,0,0,0,0,0,0,0,0,0
0,3,15,15,15,15,15,11,7,14,0,0,0,0,0,15,15,5,10,0,0,0,0,5,15,5,10,0,0,0,0,5,15,7,10,0,0,0,0,15,4,15,10,0,0,0,5,14,0,5,15,0,0,1,15,0,0,0,15,15,15,15,8,0 1,0,0,0,0,0,0,0,0,0
0,0,7,15,15,15,15,11,1,15,14,0,0,0,0,15,15,10,0,0,0,0,0,15,15,10,0,0,0,0,0,15,15,10,0,0,0,0,0,15,5,11,0,0,0,0,5,15,0,15,11,0,0,3,15,8,0,4,15,15,15,14,8,0 1,0,0,0,0,0,0,0,0,0
0,0,0,7,12,13,3,0,0,0,0,8,0,0,4,11,0,0,0,0,0,0,0,5,0,0,0,0,1,3,3,7,0,0,0,0,4,12,12,10,10,0,0,0,0,0,0,10,13,0,0,0,0,0,1,10,4,11,3,3,3,3,14,0 0,0,0,1,0,0,0,0,0,0
0,0,1,14,12,11,2,0,0,0,5,8,0,0,13,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,3,2,7,11,0,0,0,0,12,12,10,4,9,2,0,0,0,0,14,0,0,13,3,3,3,14,0 0,0,0,1,0,0,0,0,0,0
0,1,7,12,12,12,11,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,7,0,0,0,1,3,3,14,8,0,0,0,12,12,13,2,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,5,0,12,11,3,3,3,3,7,0 0,0,0,1,0,0,0,0,0,0
0,0,1,14,12,12,12,11,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,3,1,7,0,0,0,0,0,12,12,11,0,0,0,0,0,0,0,5,11,2,0,0,0,0,0,7,4,13,3,3,3,3,15,8 0,0,0,1,0,0,0,0,0,0
0,12,12,12,12,12,12,15,0,0,0,0,0,3,7,8,0,0,0,3,14,8,0,0,0,0,4,12,12,15,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,10,0,13,3,3,3,3,7,8,0 0,0,0,1,0,0,0,0,0,0
4,12,12,12,12,15,14,0,0,0,0,3,14,8,0,0,0,1,15,3,0,0,0,0,0,0,0,4,12,11,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,13,11,3,3,3,3,3,3,7 0,0,0,1,0,0,0,0,0,0
0,0,4,12,12,12,13,2,0,0,0,0,0,0,5,10,0,0,0,0,0,0,7,8,0,0,0,1,15,15,11,2,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,15,15,3,3,7,14,12,12,0 0,0,0,1,0,0,0,0,0,0
0,1,14,12,12,13,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,3,7,15,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,11,3,3,3,3,15,12,8 0,0,0,1,0,0,0,0,0,0
